Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
875,female,********,high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,62,90,79,********
876,female,********,some high school,free/reduced,none,married,sometimes,yes,1.0,private,> 10,55,59,56,********
877,male,********,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,82,75,68,********
878,female,********,some college,free/reduced,completed,married,sometimes,no,,private,5 - 10,80,96,93,********
879,female,********,some high school,standard,completed,divorced,sometimes,yes,4.0,private,< 5,70,78,80,********
880,female,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,81,88,85,********
881,female,********,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,94,93,95,********
882,male,********,associate's degree,free/reduced,completed,married,sometimes,yes,5.0,private,< 5,63,58,63,********
884,male,********,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,76,82,82,********
885,female,********,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,58,66,60,********
886,male,********,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,63,61,59,********
887,male,********,bachelor's degree,standard,none,divorced,regularly,yes,1.0,,> 10,82,77,73,********
888,female,********,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,58,63,61,********
889,male,********,master's degree,standard,completed,widowed,sometimes,no,2.0,school_bus,5 - 10,70,70,69,********
890,female,********,high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,51,65,57,********
891,female,********,high school,standard,none,divorced,never,yes,2.0,school_bus,< 5,39,65,57,********
892,male,********,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,62,66,64,********
894,male,********,associate's degree,free/reduced,completed,married,regularly,yes,4.0,school_bus,> 10,46,41,46,********
895,female,********,,standard,none,divorced,sometimes,no,,school_bus,5 - 10,66,64,64,********
896,female,********,some college,standard,completed,widowed,regularly,,1.0,private,< 5,77,80,86,********
897,female,********,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,42,64,62,********
898,male,********,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,75,73,78,********
899,female,********,associate's degree,free/reduced,,married,regularly,yes,0.0,private,< 5,61,81,85,********
900,male,********,some high school,standard,,single,never,no,1.0,private,> 10,79,71,64,********
901,female,********,some high school,standard,none,married,regularly,yes,4.0,private,5 - 10,65,63,67,********
902,male,********,master's degree,free/reduced,none,married,never,yes,1.0,private,> 10,64,61,65,********
903,male,********,high school,standard,,widowed,regularly,yes,1.0,private,> 10,92,64,66,********
904,female,********,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,39,53,50,********
905,female,********,some college,standard,none,divorced,sometimes,no,4.0,private,5 - 10,70,77,82,********
906,female,********,associate's degree,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,83,90,90,********
907,female,********,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,> 10,77,78,73,********
908,male,********,high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,47,42,47,********
909,male,********,high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,78,76,61,********
910,female,********,some college,standard,none,single,never,yes,2.0,private,5 - 10,69,72,73,********
911,male,********,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,100,100,100,********
912,male,********,associate's degree,standard,none,divorced,regularly,yes,4.0,private,,94,86,84,********
913,female,********,some college,standard,none,married,regularly,yes,3.0,private,< 5,64,74,65,********
914,female,********,,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,71,79,81,********
915,female,********,bachelor's degree,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,57,61,68,********
916,male,********,bachelor's degree,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,88,80,81,********
917,female,********,some college,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,51,61,60,********
918,female,********,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,58,63,59,********
919,male,********,some college,free/reduced,completed,divorced,sometimes,no,1.0,,< 5,45,53,52,********
920,male,********,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,74,65,61,********
921,male,********,high school,standard,,divorced,never,no,3.0,private,< 5,75,65,58,********
922,female,********,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,83,96,88,********
923,female,********,some high school,standard,completed,single,regularly,yes,,private,5 - 10,59,70,64,********
924,female,********,some high school,standard,none,single,regularly,no,1.0,private,5 - 10,72,69,75,********
925,female,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,85,87,89,********
926,female,********,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,62,68,68,********
927,female,********,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,43,58,58,********
928,female,********,some high school,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,82,93,93,********
929,male,********,,standard,none,divorced,regularly,no,,private,5 - 10,39,32,32,********
930,male,********,high school,free/reduced,none,divorced,sometimes,no,4.0,school_bus,< 5,40,41,32,********
932,male,********,master's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,75,64,62,********
933,male,********,master's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,99,92,98,********
934,male,********,some high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,79,83,76,********
935,male,********,high school,standard,none,divorced,sometimes,no,,private,> 10,65,56,54,********
936,male,********,some high school,free/reduced,completed,married,never,no,1.0,private,< 5,47,62,58,********
937,male,********,,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,63,52,********
938,male,********,some high school,free/reduced,none,,sometimes,yes,2.0,school_bus,> 10,47,54,45,********
939,female,********,master's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,58,74,67,********
940,female,********,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,76,90,80,********
941,male,********,high school,standard,none,married,regularly,no,3.0,private,5 - 10,98,82,80,********
942,female,********,some college,standard,completed,married,never,yes,5.0,private,5 - 10,63,67,76,********
943,male,********,associate's degree,free/reduced,none,divorced,sometimes,no,4.0,school_bus,> 10,62,59,60,********
944,male,********,some college,standard,none,married,never,yes,2.0,school_bus,5 - 10,76,65,66,********
945,female,********,some high school,free/reduced,none,divorced,never,no,4.0,school_bus,< 5,15,28,21,********
946,female,********,bachelor's degree,standard,completed,single,,no,2.0,private,5 - 10,58,74,76,********
947,male,********,,standard,none,,regularly,yes,1.0,school_bus,< 5,89,75,80,********
949,female,********,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,79,91,88,********
950,male,********,,standard,none,married,,yes,4.0,school_bus,5 - 10,74,73,73,********
951,male,********,some high school,standard,completed,married,regularly,yes,5.0,private,< 5,68,66,58,********
952,female,********,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,62,66,68,********
953,female,********,bachelor's degree,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,64,79,79,********
954,female,********,associate's degree,standard,completed,single,regularly,yes,1.0,private,5 - 10,76,89,88,********
955,male,********,bachelor's degree,standard,none,divorced,sometimes,yes,3.0,private,< 5,64,50,55,********
956,female,********,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,private,> 10,56,64,63,********
957,male,********,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,47,57,50,********
958,male,********,some college,free/reduced,none,married,regularly,no,1.0,private,< 5,44,55,50,********
959,female,********,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,,5 - 10,70,80,80,********
960,male,********,high school,standard,,divorced,regularly,yes,2.0,school_bus,5 - 10,50,45,46,********
961,male,********,some high school,standard,none,widowed,regularly,no,2.0,,< 5,49,46,34,********
962,male,********,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,> 10,78,71,69,********
963,female,********,high school,free/reduced,completed,divorced,regularly,yes,0.0,school_bus,< 5,38,55,55,********
964,male,********,associate's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,81,74,76,********
965,male,********,high school,free/reduced,none,divorced,,yes,3.0,private,5 - 10,75,64,61,********
966,female,********,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,74,81,79,********
967,male,********,some high school,standard,completed,divorced,never,yes,6.0,private,5 - 10,72,79,78,********
968,male,********,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,100,92,93,********
969,female,********,some high school,standard,none,married,sometimes,no,,school_bus,5 - 10,60,59,64,********
970,female,********,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,46,54,56,********
971,male,********,associate's degree,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,81,81,77,********
972,female,********,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,96,92,95,********
973,female,********,high school,standard,none,single,never,yes,3.0,school_bus,5 - 10,68,75,73,********
974,male,********,some high school,free/reduced,none,,sometimes,yes,2.0,school_bus,< 5,68,65,63,********
975,male,********,,standard,completed,single,never,yes,0.0,school_bus,> 10,54,46,47,********
976,female,********,high school,free/reduced,none,divorced,sometimes,yes,,school_bus,< 5,56,74,64,********
977,female,********,master's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,> 10,45,56,61,********
978,male,********,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,51,55,52,********
979,male,********,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,74,77,70,********
980,female,********,some high school,standard,none,single,never,yes,2.0,school_bus,5 - 10,61,86,78,********
981,female,********,bachelor's degree,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,53,59,60,********
982,female,********,bachelor's degree,standard,none,divorced,regularly,no,3.0,private,5 - 10,66,83,82,********
983,female,********,high school,free/reduced,completed,married,never,yes,2.0,school_bus,5 - 10,62,66,60,********
984,female,********,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,64,75,73,********
985,female,********,some high school,free/reduced,none,divorced,never,yes,,school_bus,< 5,58,58,57,********
986,female,********,some high school,standard,completed,married,regularly,yes,5.0,,< 5,54,52,56,********
987,female,********,high school,standard,none,divorced,regularly,yes,1.0,,5 - 10,57,66,72,********
988,female,********,master's degree,standard,none,divorced,regularly,yes,1.0,school_bus,,80,93,90,********
989,male,********,master's degree,standard,none,single,sometimes,no,4.0,private,5 - 10,86,79,73,********
990,male,********,some high school,standard,completed,divorced,regularly,no,6.0,school_bus,,87,89,86,********
991,female,********,bachelor's degree,standard,none,divorced,never,yes,2.0,private,5 - 10,42,47,52,********
992,female,********,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,72,75,79,********
993,female,********,high school,free/reduced,completed,married,regularly,,0.0,private,< 5,31,44,49,********
995,female,********,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,53,70,65,********
996,female,********,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,42,49,48,********
